,kd,blowup,mcbe
0,1.0,1.0,0.9333333333333333
1,1.0,1.0,0.9
2,1.0,1.0,0.9
3,1.0,1.0,0.9
4,1.0,1.0,0.8
5,1.0,1.0,0.9333333333333333
6,1.0,1.0,0.8666666666666667
7,1.0,1.0,0.9333333333333333
8,1.0,1.0,1.0
9,1.0,1.0,0.8333333333333334
